START TIME: 1394482155.69
"wheel","-","1394483754.62","Mon Mar 10 13:35:54 2014"
"wheel","-","1394483760.05","Mon Mar 10 13:36:00 2014"
"wheel","-","1394483760.74","Mon Mar 10 13:36:00 2014"
"wheel","-","1394483761.60","Mon Mar 10 13:36:01 2014"
"wheel","-","1394483762.48","Mon Mar 10 13:36:02 2014"
"wheel","-","1394483763.72","Mon Mar 10 13:36:03 2014"
"wheel","-","1394483764.88","Mon Mar 10 13:36:04 2014"
"wheel","-","1394483766.25","Mon Mar 10 13:36:06 2014"
"wheel","-","1394483767.45","Mon Mar 10 13:36:07 2014"
"wheel","-","1394483773.66","Mon Mar 10 13:36:13 2014"
"wheel","-","1394483779.90","Mon Mar 10 13:36:19 2014"
"wheel","-","1394483780.62","Mon Mar 10 13:36:20 2014"
"wheel","-","1394483782.99","Mon Mar 10 13:36:22 2014"
"wheel","-","1394483783.86","Mon Mar 10 13:36:23 2014"
"wheel","-","1394483784.81","Mon Mar 10 13:36:24 2014"
"wheel","-","1394483788.90","Mon Mar 10 13:36:28 2014"
"wheel","-","1394483802.02","Mon Mar 10 13:36:42 2014"
"wheel","-","1394483805.69","Mon Mar 10 13:36:45 2014"
"wheel","-","1394483817.53","Mon Mar 10 13:36:57 2014"
"wheel","-","1394483818.05","Mon Mar 10 13:36:58 2014"
"wheel","-","1394483818.95","Mon Mar 10 13:36:58 2014"
"wheel","-","1394483826.20","Mon Mar 10 13:37:06 2014"
"wheel","-","1394483830.92","Mon Mar 10 13:37:10 2014"
"wheel","-","1394483915.28","Mon Mar 10 13:38:35 2014"
"wheel","-","1394483936.14","Mon Mar 10 13:38:56 2014"
"wheel","-","1394483941.53","Mon Mar 10 13:39:01 2014"
"wheel","-","1394483945.69","Mon Mar 10 13:39:05 2014"
"wheel","-","1394483948.23","Mon Mar 10 13:39:08 2014"
"wheel","-","1394483949.07","Mon Mar 10 13:39:09 2014"
"wheel","-","1394483949.45","Mon Mar 10 13:39:09 2014"
"wheel","-","1394483950.30","Mon Mar 10 13:39:10 2014"
"wheel","-","1394483951.24","Mon Mar 10 13:39:11 2014"
"wheel","-","1394483953.03","Mon Mar 10 13:39:13 2014"
"wheel","-","1394483954.87","Mon Mar 10 13:39:14 2014"
"wheel","-","1394483958.86","Mon Mar 10 13:39:18 2014"
"wheel","-","1394483960.68","Mon Mar 10 13:39:20 2014"
"wheel","-","1394483962.01","Mon Mar 10 13:39:22 2014"
"wheel","-","1394483967.46","Mon Mar 10 13:39:27 2014"
"wheel","-","1394483969.67","Mon Mar 10 13:39:29 2014"
"wheel","-","1394483971.56","Mon Mar 10 13:39:31 2014"
"wheel","-","1394483973.27","Mon Mar 10 13:39:33 2014"
"wheel","-","1394483974.59","Mon Mar 10 13:39:34 2014"
"wheel","-","1394483975.34","Mon Mar 10 13:39:35 2014"
"wheel","-","1394483976.82","Mon Mar 10 13:39:36 2014"
"wheel","-","1394483978.02","Mon Mar 10 13:39:38 2014"
"wheel","-","1394483978.26","Mon Mar 10 13:39:38 2014"
"wheel","-","1394483979.59","Mon Mar 10 13:39:39 2014"
"wheel","-","1394483980.53","Mon Mar 10 13:39:40 2014"
"wheel","-","1394483981.27","Mon Mar 10 13:39:41 2014"
"wheel","-","1394483981.97","Mon Mar 10 13:39:41 2014"
"wheel","-","1394483982.67","Mon Mar 10 13:39:42 2014"
"wheel","-","1394483983.44","Mon Mar 10 13:39:43 2014"
"wheel","-","1394483984.36","Mon Mar 10 13:39:44 2014"
"wheel","-","1394483985.09","Mon Mar 10 13:39:45 2014"
"wheel","-","1394483986.32","Mon Mar 10 13:39:46 2014"
"wheel","-","1394483987.41","Mon Mar 10 13:39:47 2014"
"wheel","-","1394483988.40","Mon Mar 10 13:39:48 2014"
"wheel","-","1394483989.10","Mon Mar 10 13:39:49 2014"
"wheel","-","1394483994.94","Mon Mar 10 13:39:54 2014"
"wheel","-","1394483998.28","Mon Mar 10 13:39:58 2014"
"wheel","-","1394483999.12","Mon Mar 10 13:39:59 2014"
"wheel","-","1394483999.85","Mon Mar 10 13:39:59 2014"
"wheel","-","1394484000.56","Mon Mar 10 13:40:00 2014"
"wheel","-","1394484001.45","Mon Mar 10 13:40:01 2014"
"wheel","-","1394484002.40","Mon Mar 10 13:40:02 2014"
"wheel","-","1394484003.05","Mon Mar 10 13:40:03 2014"
"wheel","-","1394484003.70","Mon Mar 10 13:40:03 2014"
"wheel","-","1394484004.34","Mon Mar 10 13:40:04 2014"
"wheel","-","1394484005.01","Mon Mar 10 13:40:05 2014"
"wheel","-","1394484005.83","Mon Mar 10 13:40:05 2014"
"wheel","-","1394484015.12","Mon Mar 10 13:40:15 2014"
"wheel","-","1394484016.92","Mon Mar 10 13:40:16 2014"
"wheel","-","1394484017.62","Mon Mar 10 13:40:17 2014"
"wheel","-","1394484018.26","Mon Mar 10 13:40:18 2014"
"wheel","-","1394484018.85","Mon Mar 10 13:40:18 2014"
"wheel","-","1394484019.42","Mon Mar 10 13:40:19 2014"
